ID,Mission,Type,Subtype,Weight (g),Weight (kg),Pristine (%),,Mission,Sample weight (kg),Weight diff,Lunar module (LM),LM mass (kg),LM mass diff,Command Module (CM),CM mass (kg),CM mass diff
15642,Apollo15,Basalt,Olivine,1.9,0.0019,84.21,,,,,,,,,,
15643,Apollo15,Basalt,Olivine,17.9,0.0179,90.7,,,,,,,,,,
15644,Apollo15,Basalt,Olivine,0.4,0.0004,100,,,,,,,,,,
15645,Apollo15,Basalt,Olivine,0.5,0.0005,100,,,,,,,,,,
15647,Apollo15,Basalt,Olivine,58.2,0.0582,84.56,,,,,,,,,,
15648,Apollo15,Basalt,Olivine,9.1,0.0091,94.62,,,,,,,,,,
15649,Apollo15,Basalt,Olivine,6.2,0.0062,83.39,,,,,,,,,,
15650,Apollo15,Basalt,Olivine,3.4,0.0034,84.12,,,,,,,,,,
15651,Apollo15,Basalt,Olivine,1.6,0.0016,71.69,,,,,,,,,,
15652,Apollo15,Basalt,Olivine,0.7,0.0007,100,,,,,,,,,,
15653,Apollo15,Basalt,Olivine,0.4,0.0004,100,,,,,,,,,,
15654,Apollo15,Basalt,Olivine,0.2,0.0002,100,,,,,,,,,,
15655,Apollo15,Basalt,Olivine,0.4,0.0004,100,,,,,,,,,,
15656,Apollo15,Basalt,Olivine,0.2,0.0002,100,,,,,,,,,,
15658,Apollo15,Basalt,Olivine,11.6,0.0116,90.41,,,,,,,,,,
15659,Apollo15,Basalt,Olivine,12.6,0.0126,86.83,,,,,,,,,,
15660,Apollo15,Basalt,Olivine,8.9,0.0089,100,,,,,,,,,,
15661,Apollo15,Basalt,Olivine,5.9,0.0059,66.95,,,,,,,,,,
15662,Apollo15,Basalt,Olivine,4.9,0.0049,76.53,,,,,,,,,,
15663,Apollo15,Basalt,Olivine,10.3,0.0103,84.85,,,,,,,,,,
15664,Apollo15,Basalt,Olivine,7.4,0.0074,80.68,,,,,,,,,,
15665,Apollo15,Basalt,Olivine,10.2,0.0102,94.12,,,,,,,,,,
15666,Apollo15,Basalt,Pigeonite,3.9,0.0039,77.77,,,,,,,,,,
15667,Apollo15,Basalt,Pigeonite,1.1,0.0011,84.55,,,,,,,,,,
15668,Apollo15,Basalt,Olivine,15.1,0.0151,71.07,,,,,,,,,,
15669,Apollo15,Basalt,Olivine,4.4,0.0044,85,,,,,,,,,,
15670,Apollo15,Basalt,Olivine,2,0.002,71,,,,,,,,,,
15671,Apollo15,Basalt,Olivine,6.1,0.0061,85.08,,,,,,,,,,
15672,Apollo15,Basalt,Olivine,21.4,0.0214,64.57,,,,,,,,,,
15673,Apollo15,Basalt,Olivine,5.9,0.0059,83.05,,,,,,,,,,
15674,Apollo15,Basalt,Olivine,35.7,0.0357,71.77,,,,,,,,,,
15675,Apollo15,Basalt,Olivine,34.5,0.0345,83.21,,,,,,,,,,
15676,Apollo15,Basalt,Olivine,25.3,0.0253,70.56,,,,,,,,,,
15677,Apollo15,Basalt,Olivine,6.4,0.0064,80.47,,,,,,,,,,
15678,Apollo15,Basalt,Olivine,7.5,0.0075,90.4,,,,,,,,,,
15679,Apollo15,Basalt,Olivine,0.7,0.0007,100,,,,,,,,,,
15680,Apollo15,Basalt,Olivine,0.3,0.0003,100,,,,,,,,,,
15681,Apollo15,Basalt,Olivine,0.3,0.0003,100,,,,,,,,,,
15682,Apollo15,Basalt,Pigeonite,50.6,0.0506,90.01,,,,,,,,,,
15683,Apollo15,Basalt,Olivine,22,0.022,72.17,,,,,,,,,,
15684,Apollo15,Breccia,Agglomerate,1.4,0.0014,74,,,,,,,,,,
15685,Apollo15,Breccia,Regolith,0.8,0.0008,116.25,,,,,,,,,,
15686,Apollo15,Breccia,Regolith,0.9,0.0009,117.22,,,,,,,,,,
15687,Apollo15,Breccia,Agglomerate,1.4,0.0014,100.43,,,,,,,,,,
15688,Apollo15,Breccia,Agglomerate,5.3,0.0053,89.57,,,,,,,,,,
15689,Apollo15,Breccia,Regolith,2.8,0.0028,73.11,,,,,,,,,,
15695,Apollo15,Basalt,Olivine,10.7,0.0107,100,,,,,,,,,,
15696,Apollo15,Basalt,Olivine,12.8,0.0128,100,,,,,,,,,,
15697,Apollo15,Basalt,Olivine,4.1,0.0041,100,,,,,,,,,,
15698,Apollo15,Breccia,Glass,3.9,0.0039,100,,,,,,,,,,
60001,Apollo16,Core,unsieved,30.1,0.0301,45.49,,,,,,,,,,
60002,Apollo16,Core,unsieved,211.8,0.2118,74.02,,,,,,,,,,
60003,Apollo16,Core,unsieved,215.9,0.2159,74.88,,,,,,,,,,
60004,Apollo16,Core,unsieved,202.7,0.2027,72.86,,,,,,,,,,
60005,Apollo16,Core,unsieved,77.3,0.0773,95.96,,,,,,,,,,
60006,Apollo16,Core,unsieved,165.6,0.1656,77.33,,,,,,,,,,
60007,Apollo16,Core,unsieved,105.7,0.1057,57.23,,,,,,,,,,
60009,Apollo16,Core,unsieved,759.8,0.7598,78.3,,,,,,,,,,
60010,Apollo16,Core,unsieved,635.3,0.6353,78.28,,,,,,,,,,
60013,Apollo16,Core,unsieved,757.3,0.7573,76.25,,,,,,,,,,
60014,Apollo16,Core,unsieved,570.3,0.5703,74.82,,,,,,,,,,
60015,Apollo16,Breccia,Anorthosite,5574,5.574,58.66,,,,,,,,,,
60016,Apollo16,Breccia,Fragmental,4307,4.307,49.57,,,,,,,,,,
60017,Apollo16,Breccia,ImpactMelt,2102,2.102,95.59,,,,,,,,,,
60018,Apollo16,Breccia,ImpactMelt,1501,1.501,95.44,,,,,,,,,,
60019,Apollo16,Breccia,Regolith,1887,1.887,96.48,,,,,,,,,,
60025,Apollo16,Breccia,Anorthosite,1836,1.836,43.61,,,,,,,,,,
60035,Apollo16,Breccia,Fragmental,1052,1.052,97.69,,,,,,,,,,
60050,Apollo16,Soil,Unsieved,0,0,100,,,,,,,,,,
60051,Apollo16,Soil,<1mm,195.3,0.1953,89.25,,,,,,,,,,
60052,Apollo16,Soil,1-2mm,11.43,0.01143,91.25,,,,,,,,,,
60053,Apollo16,Soil,2-4mm,7.41,0.00741,91.16,,,,,,,,,,
60054,Apollo16,Soil,4-10mm,8.4,0.0084,97.26,,,,,,,,,,
60055,Apollo16,Breccia,Anorthosite,35.48,0.03548,95.9,,,,,,,,,,
60056,Apollo16,Breccia,Anorthosite,16.07,0.01607,95.74,,,,,,,,,,
60057,Apollo16,Crustal,Anorthosite,3.1,0.0031,100,,,,,,,,,,
60058,Apollo16,Breccia,Fragmental,2.12,0.00212,100,,,,,,,,,,
60059,Apollo16,Crustal,Anorthosite,1.05,0.00105,100,,,,,,,,,,
60075,Apollo16,Breccia,Fragmental,183.8,0.1838,96.16,,,,,,,,,,
60095,Apollo16,Breccia,Glass,46.6,0.0466,91.29,,,,,,,,,,
60115,Apollo16,Breccia,ImpactMelt,132.5,0.1325,96.96,,,,,,,,,,
60135,Apollo16,Breccia,Anorthosite,137.7,0.1377,94.71,,,,,,,,,,
60215,Apollo16,Breccia,Anorthosite,385.8,0.3858,95.09,,,,,,,,,,
60235,Apollo16,Breccia,ImpactMelt,70.13,0.07013,94.6,,,,,,,,,,
60255,Apollo16,Breccia,Regolith,871,0.871,92.91,,,,,,,,,,
60275,Apollo16,Breccia,Regolith,255.2,0.2552,94.44,,,,,,,,,,
60315,Apollo16,Breccia,ImpactMelt,787.7,0.7877,89.27,,,,,,,,,,
60335,Apollo16,Breccia,ImpactMelt,317.8,0.3178,85.48,,,,,,,,,,
60500,Apollo16,Soil,Unsieved,234.4,0.2344,99.26,,,,,,,,,,
60501,Apollo16,Soil,<1mm,433.8,0.4338,87.89,,,,,,,,,,
60502,Apollo16,Soil,1-2mm,17.69,0.01769,89.7,,,,,,,,,,
60503,Apollo16,Soil,2-4mm,9.94,0.00994,73.14,,,,,,,,,,
60504,Apollo16,Soil,4-10mm,6.63,0.00663,93.82,,,,,,,,,,
60515,Apollo16,Breccia,Anorthosite,16.74,0.01674,98.24,,,,,,,,,,
60516,Apollo16,Breccia,Anorthosite,7.91,0.00791,97.22,,,,,,,,,,
60517,Apollo16,Breccia,Anorthosite,1.23,0.00123,100,,,,,,,,,,
60518,Apollo16,Breccia,Anorthosite,1.12,0.00112,78.3,,,,,,,,,,
60519,Apollo16,Breccia,Anorthosite,0.5,0.0005,100,,,,,,,,,,
60525,Apollo16,Breccia,ImpactMelt,12.84,0.01284,91.26,,,,,,,,,,
60526,Apollo16,Breccia,ImpactMelt,8.42,0.00842,84.28,,,,,,,,,,
60527,Apollo16,Breccia,ImpactMelt,7.36,0.00736,98.23,,,,,,,,,,
60528,Apollo16,Breccia,ImpactMelt,2.94,0.00294,100,,,,,,,,,,
60529,Apollo16,Breccia,ImpactMelt,1.24,0.00124,84.68,,,,,,,,,,
60535,Apollo16,Breccia,Fragmental,7.23,0.00723,89.96,,,,,,,,,,
60600,Apollo16,Soil,Unsieved,182.6,0.1826,99.2,,,,,,,,,,
60601,Apollo16,Soil,<1mm,330.2,0.3302,56.74,,,,,,,,,,
60602,Apollo16,Soil,1-2mm,14.93,0.01493,86.28,,,,,,,,,,
60603,Apollo16,Soil,2-4mm,8.57,0.00857,84.85,,,,,,,,,,
60604,Apollo16,Soil,4-10mm,3.94,0.00394,100,,,,,,,,,,
60615,Apollo16,Breccia,ImpactMelt,32.97,0.03297,92.13,,,,,,,,,,
60616,Apollo16,Breccia,ImpactMelt,3.4,0.0034,84.94,,,,,,,,,,
60617,Apollo16,Breccia,ImpactMelt,2.77,0.00277,100,,,,,,,,,,
60618,Apollo16,Breccia,ImpactMelt,21.67,0.02167,92.36,,,,,,,,,,
60619,Apollo16,Crustal,Anorthosite,28,0.028,90.75,,,,,,,,,,
60625,Apollo16,Breccia,ImpactMelt,117,0.117,93.26,,,,,,,,,,
60626,Apollo16,Breccia,ImpactMelt,15.87,0.01587,87.37,,,,,,,,,,
60627,Apollo16,Breccia,ImpactMelt,12.09,0.01209,97.34,,,,,,,,,,
60628,Apollo16,Breccia,Anorthosite,6.86,0.00686,100,,,,,,,,,,
60629,Apollo16,Breccia,Anorthosite,4.92,0.00492,92.68,,,,,,,,,,
60635,Apollo16,Breccia,ImpactMelt,15.05,0.01505,67.18,,,,,,,,,,
60636,Apollo16,Breccia,ImpactMelt,35.65,0.03565,87.46,,,,,,,,,,
60637,Apollo16,Breccia,Fragmental,7.98,0.00798,91.23,,,,,,,,,,
60638,Apollo16,Breccia,Fragmental,0.72,0.00072,100,,,,,,,,,,
60639,Apollo16,Breccia,Fragmental,175.1,0.1751,97.17,,,,,,,,,,
60645,Apollo16,Breccia,ImpactMelt,33.5,0.0335,97.67,,,,,,,,,,
60646,Apollo16,Breccia,ImpactMelt,3.39,0.00339,100,,,,,,,,,,
60647,Apollo16,Breccia,ImpactMelt,1.76,0.00176,100,,,,,,,,,,
60648,Apollo16,Breccia,ImpactMelt,2.84,0.00284,100,,,,,,,,,,
60649,Apollo16,Breccia,ImpactMelt,1.03,0.00103,100,,,,,,,,,,
60655,Apollo16,Breccia,ImpactMelt,8.63,0.00863,97.34,,,,,,,,,,
60656,Apollo16,Breccia,ImpactMelt,11.23,0.01123,98.04,,,,,,,,,,
60657,Apollo16,Breccia,Fragmental,6.05,0.00605,98.02,,,,,,,,,,
60658,Apollo16,Breccia,ImpactMelt,5.47,0.00547,94.33,,,,,,,,,,
60659,Apollo16,Breccia,Fragmental,22.2,0.0222,98.78,,,,,,,,,,
60665,Apollo16,Breccia,Glass,90.1,0.0901,99.02,,,,,,,,,,
60666,Apollo16,Breccia,ImpactMelt,15.95,0.01595,88.42,,,,,,,,,,
60667,Apollo16,Breccia,ImpactMelt,7.66,0.00766,90.21,,,,,,,,,,
60668,Apollo16,Breccia,ImpactMelt,2.91,0.00291,100,,,,,,,,,,
60669,Apollo16,Breccia,ImpactMelt,2.54,0.00254,100,,,,,,,,,,
60675,Apollo16,Breccia,ImpactMelt,1.3,0.0013,100,,,,,,,,,,
60676,Apollo16,Breccia,ImpactMelt,8.92,0.00892,97.2,,,,,,,,,,
60677,Apollo16,Breccia,ImpactMelt,5.23,0.00523,98.47,,,,,,,,,,
60678,Apollo16,Breccia,ImpactMelt,1.25,0.00125,100,,,,,,,,,,
60679,Apollo16,Breccia,ImpactMelt,2.96,0.00296,100,,,,,,,,,,
61015,Apollo16,Breccia,ImpactMelt,1804,1.804,96.51,,,,,,,,,,
61016,Apollo16,Breccia,ImpactMelt,11729,11.729,95.23,,,,,,,,,,
61017,Apollo16,Crustal,Anorthosite,2.62,0.00262,100,,,,,,,,,,
61135,Apollo16,Breccia,Fragmental,245.1,0.2451,93.31,,,,,,,,,,
61140,Apollo16,Soil,Unsieved,74.13,0.07413,98.49,,,,,,,,,,
61141,Apollo16,Soil,<1mm,134.7,0.1347,71.89,,,,,,,,,,
61142,Apollo16,Soil,1-2mm,9.43,0.00943,94.7,,,,,,,,,,
61143,Apollo16,Soil,2-4mm,5.38,0.00538,90.71,,,,,,,,,,
61144,Apollo16,Soil,4-10mm,5.71,0.00571,98.49,,,,,,,,,,
61155,Apollo16,Breccia,ImpactMelt,47.59,0.04759,98.28,,,,,,,,,,
61156,Apollo16,Breccia,ImpactMelt,58.46,0.05846,66.41,,,,,,,,,,
61157,Apollo16,Breccia,Fragmental,11.26,0.01126,99.38,,,,,,,,,,
61158,Apollo16,Breccia,Fragmental,14.79,0.01479,97.5,,,,,,,,,,
61160,Apollo16,Soil,Unsieved,52.79,0.05279,97.63,,,,,,,,,,
61161,Apollo16,Soil,<1mm,90,0.09,90.74,,,,,,,,,,
61162,Apollo16,Soil,1-2mm,5.12,0.00512,95.12,,,,,,,,,,
61163,Apollo16,Soil,2-4mm,3.6,0.0036,100,,,,,,,,,,
61164,Apollo16,Soil,4-10mm,2.16,0.00216,99.95,,,,,,,,,,
61175,Apollo16,Breccia,Fragmental,542.7,0.5427,83.4,,,,,,,,,,
61180,Apollo16,Soil,Unsieved,93.4,0.0934,98.79,,,,,,,,,,
61181,Apollo16,Soil,<1mm,156.2,0.1562,92.09,,,,,,,,,,
61182,Apollo16,Soil,1-2mm,9.43,0.00943,100,,,,,,,,,,
61183,Apollo16,Soil,2-4mm,6.23,0.00623,100,,,,,,,,,,
61184,Apollo16,Soil,4-10mm,0,0,96.16,,,,,,,,,,
61195,Apollo16,Breccia,Regolith,587.9,0.5879,96.18,,,,,,,,,,
61220,Apollo16,Soil,Unsieved,0,0,94.64,,,,,,,,,,
61221,Apollo16,Soil,<1mm,61,0.061,25.05,,,,,,,,,,
61222,Apollo16,Soil,1-2mm,0,0,42.17,,,,,,,,,,
61223,Apollo16,Soil,2-4mm,0,0,87.48,,,,,,,,,,
61224,Apollo16,Soil,4-10mm,0,0,89.6,,,,,,,,,,
61225,Apollo16,Breccia,ImpactMelt,3.52,0.00352,87.36,,,,,,,,,,
61226,Apollo16,Crustal,Anorthosite,1.53,0.00153,100,,,,,,,,,,
61240,Apollo16,Soil,Unsieved,160.8,0.1608,98.39,,,,,,,,,,
61241,Apollo16,Soil,<1mm,247.1,0.2471,76.66,,,,,,,,,,
61242,Apollo16,Soil,1-2mm,17.26,0.01726,74.39,,,,,,,,,,
61243,Apollo16,Soil,2-4mm,13.8,0.0138,80.4,,,,,,,,,,
61244,Apollo16,Soil,4-10mm,0,0,95.47,,,,,,,,,,
61245,Apollo16,Breccia,ImpactMelt,8.25,0.00825,100,,,,,,,,,,
61246,Apollo16,Breccia,ImpactMelt,6.05,0.00605,100,,,,,,,,,,
61247,Apollo16,Breccia,ImpactMelt,2.48,0.00248,95.89,,,,,,,,,,
61248,Apollo16,Breccia,Fragmental,1.71,0.00171,100,,,,,,,,,,
61249,Apollo16,Breccia,ImpactMelt,1.17,0.00117,61.62,,,,,,,,,,
61255,Apollo16,Breccia,Unclassified,1.13,0.00113,100,,,,,,,,,,
61280,Apollo16,Soil,Unsieved,68.49,0.06849,98.06,,,,,,,,,,
61281,Apollo16,Soil,<1mm,169.6,0.1696,94.73,,,,,,,,,,
61282,Apollo16,Soil,1-2mm,10.2,0.0102,91.68,,,,,,,,,,
61283,Apollo16,Soil,2-4mm,6.74,0.00674,100,,,,,,,,,,
61284,Apollo16,Soil,4-10mm,0,0,102.1,,,,,,,,,,
61295,Apollo16,Breccia,Regolith,187,0.187,92.03,,,,,,,,,,
61500,Apollo16,Soil,Unsieved,267.8,0.2678,88.17,,,,,,,,,,
61501,Apollo16,Soil,<1mm,466.9,0.4669,83.57,,,,,,,,,,
61502,Apollo16,Soil,1-2mm,27.43,0.02743,94.29,,,,,,,,,,
61503,Apollo16,Soil,2-4mm,20.08,0.02008,91.42,,,,,,,,,,
61504,Apollo16,Soil,4-10mm,0,0,95.38,,,,,,,,,,
61505,Apollo16,Breccia,ImpactMelt,1.65,0.00165,100,,,,,,,,,,
61515,Apollo16,Breccia,Fragmental,2,0.002,100,,,,,,,,,,
61516,Apollo16,Breccia,Fragmental,2.38,0.00238,80.97,,,,,,,,,,
61517,Apollo16,Breccia,Fragmental,0.47,0.00047,100,,,,,,,,,,
61518,Apollo16,Breccia,Fragmental,0.16,0.00016,100,,,,,,,,,,
61519,Apollo16,Breccia,Fragmental,0.33,0.00033,100,,,,,,,,,,
61525,Apollo16,Breccia,Fragmental,10.35,0.01035,96.79,,,,,,,,,,
61526,Apollo16,Breccia,Fragmental,4.08,0.00408,100,,,,,,,,,,
61527,Apollo16,Breccia,Fragmental,0.52,0.00052,100,,,,,,,,,,
61528,Apollo16,Breccia,Fragmental,0.24,0.00024,100,,,,,,,,,,
61529,Apollo16,Breccia,Fragmental,0.28,0.00028,100,,,,,,,,,,
61535,Apollo16,Breccia,Fragmental,0.23,0.00023,86.96,,,,,,,,,,
61536,Apollo16,Breccia,Fragmental,85.99,0.08599,99.47,,,,,,,,,,
61537,Apollo16,Breccia,Fragmental,6.62,0.00662,100,,,,,,,,,,
61538,Apollo16,Breccia,Fragmental,4.76,0.00476,92.54,,,,,,,,,,
61539,Apollo16,Breccia,Unclassified,5.78,0.00578,100,,,,,,,,,,
61545,Apollo16,Breccia,Fragmental,3.61,0.00361,100,,,,,,,,,,
61546,Apollo16,Breccia,ImpactMelt,110.7,0.1107,99.08,,,,,,,,,,
61547,Apollo16,Breccia,ImpactMelt,17.93,0.01793,93.35,,,,,,,,,,
61548,Apollo16,Breccia,ImpactMelt,24.18,0.02418,98.17,,,,,,,,,,
61549,Apollo16,Breccia,ImpactMelt,3.76,0.00376,91.22,,,,,,,,,,
61555,Apollo16,Breccia,ImpactMelt,3.46,0.00346,100,,,,,,,,,,
61556,Apollo16,Breccia,ImpactMelt,2.23,0.00223,98.66,,,,,,,,,,
61557,Apollo16,Breccia,ImpactMelt,0.93,0.00093,100,,,,,,,,,,
61558,Apollo16,Breccia,ImpactMelt,3,0.003,98,,,,,,,,,,
61559,Apollo16,Breccia,ImpactMelt,0.62,0.00062,82.26,,,,,,,,,,
61565,Apollo16,Breccia,Unclassified,0.88,0.00088,100,,,,,,,,,,
61566,Apollo16,Breccia,ImpactMelt,0.66,0.00066,100,,,,,,,,,,
61567,Apollo16,Breccia,ImpactMelt,0.19,0.00019,100,,,,,,,,,,
61568,Apollo16,Breccia,ImpactMelt,19.32,0.01932,93.5,,,,,,,,,,
61569,Apollo16,Breccia,ImpactMelt,12.02,0.01202,93.59,,,,,,,,,,
61575,Apollo16,Breccia,ImpactMelt,5.26,0.00526,94.75,,,,,,,,,,
61576,Apollo16,Basalt,Plagioclase,5.87,0.00587,98.02,,,,,,,,,,
61577,Apollo16,Crustal,Anorthosite,0.21,0.00021,76.19,,,,,,,,,,
62230,Apollo16,Soil,Unsieved,4.64,0.00464,15.95,,,,,,,,,,
62231,Apollo16,Soil,<1mm,86.74,0.08674,85.33,,,,,,,,,,
62232,Apollo16,Soil,1-2mm,6.96,0.00696,100,,,,,,,,,,
62233,Apollo16,Soil,2-4mm,5.32,0.00532,100,,,,,,,,,,
62234,Apollo16,Soil,4-10mm,8.46,0.00846,98.27,,,,,,,,,,
62235,Apollo16,Breccia,ImpactMelt,319.6,0.3196,81.92,,,,,,,,,,
62236,Apollo16,Crustal,Anorthosite,57.27,0.05727,76.76,,,,,,,,,,
62237,Apollo16,Crustal,Anorthosite,62.35,0.06235,62.81,,,,,,,,,,
62238,Apollo16,Crustal,Anorthosite,1.57,0.00157,100,,,,,,,,,,
62240,Apollo16,Soil,Unsieved,0,0,90.56,,,,,,,,,,
62241,Apollo16,Soil,<1mm,243.4,0.2434,88.81,,,,,,,,,,
62242,Apollo16,Soil,1-2mm,21.74,0.02174,83.95,,,,,,,,,,
62243,Apollo16,Soil,2-4mm,19.6,0.0196,92.12,,,,,,,,,,
62244,Apollo16,Soil,4-10mm,16.37,0.01637,98.05,,,,,,,,,,
62245,Apollo16,Breccia,ImpactMelt,6.03,0.00603,80.46,,,,,,,,,,
62246,Apollo16,Crustal,Anorthosite,4.59,0.00459,95.49,,,,,,,,,,
62247,Apollo16,Breccia,Fragmental,2.11,0.00211,100,,,,,,,,,,
62248,Apollo16,Breccia,Fragmental,1.61,0.00161,100,,,,,,,,,,
62249,Apollo16,Breccia,Fragmental,1.41,0.00141,100,,,,,,,,,,
62255,Apollo16,Breccia,Fragmental,1239,1.239,93.76,,,,,,,,,,
62275,Apollo16,Breccia,Anorthosite,443,0.443,98.01,,,,,,,,,,
62280,Apollo16,Soil,Unsieved,143,0.143,98.78,,,,,,,,,,
62281,Apollo16,Soil,<1mm,218.5,0.2185,70.71,,,,,,,,,,
62282,Apollo16,Soil,1-2mm,21.71,0.02171,93.62,,,,,,,,,,
62283,Apollo16,Soil,2-4mm,13.11,0.01311,92.59,,,,,,,,,,
62284,Apollo16,Soil,4-10mm,14.3,0.0143,96.62,,,,,,,,,,
62285,Apollo16,Breccia,Regolith,3.52,0.00352,100,,,,,,,,,,
62286,Apollo16,Breccia,Regolith,2.92,0.00292,100,,,,,,,,,,
62287,Apollo16,Breccia,ImpactMelt,2.47,0.00247,95.96,,,,,,,,,,
62288,Apollo16,Breccia,Fragmental,1.94,0.00194,100,,,,,,,,,,
62289,Apollo16,Breccia,Regolith,1.14,0.00114,100,,,,,,,,,,
62295,Apollo16,Breccia,ImpactMelt,250.8,0.2508,77.7,,,,,,,,,,
62305,Apollo16,Breccia,Fragmental,0.81,0.00081,100,,,,,,,,,,
62315,Apollo16,Breccia,Fragmental,0.77,0.00077,100,,,,,,,,,,
63320,Apollo16,Soil,Unsieved,320,0.32,96.44,,,,,,,,,,
63321,Apollo16,Soil,<1mm,25.67,0.02567,2.21,,,,,,,,,,
63322,Apollo16,Soil,1-2mm,2.65,0.00265,81.13,,,,,,,,,,
63323,Apollo16,Soil,2-4mm,2.02,0.00202,100,,,,,,,,,,
63324,Apollo16,Soil,4-10mm,1.15,0.00115,100,,,,,,,,,,
63335,Apollo16,Breccia,ImpactMelt,65.4,0.0654,80.3,,,,,,,,,,
63340,Apollo16,Soil,Unsieved,149.7,0.1497,94.25,,,,,,,,,,
63341,Apollo16,Soil,<1mm,25.88,0.02588,53.13,,,,,,,,,,
63342,Apollo16,Soil,1-2mm,2.52,0.00252,100,,,,,,,,,,
63343,Apollo16,Soil,2-4mm,2.13,0.00213,100,,,,,,,,,,
63344,Apollo16,Soil,4-10mm,0.96,0.00096,72.92,,,,,,,,,,
63355,Apollo16,Breccia,ImpactMelt,68.24,0.06824,77.84,,,,,,,,,,
63500,Apollo16,Soil,Unsieved,201.8,0.2018,93.5,,,,,,,,,,
63501,Apollo16,Soil,<1mm,342.5,0.3425,67.95,,,,,,,,,,
63502,Apollo16,Soil,1-2mm,25.29,0.02529,84.24,,,,,,,,,,
63503,Apollo16,Soil,2-4mm,14.53,0.01453,75.49,,,,,,,,,,
63504,Apollo16,Soil,4-10mm,17.34,0.01734,90.17,,,,,,,,,,
63505,Apollo16,Breccia,ImpactMelt,5.41,0.00541,87.65,,,,,,,,,,
63506,Apollo16,Breccia,ImpactMelt,4.9,0.0049,95.2,,,,,,,,,,
63507,Apollo16,Breccia,Fragmental,2.78,0.00278,82.12,,,,,,,,,,
63508,Apollo16,Breccia,ImpactMelt,2.61,0.00261,90.57,,,,,,,,,,
63509,Apollo16,Breccia,ImpactMelt,2.05,0.00205,90.1,,,,,,,,,,
63515,Apollo16,Breccia,ImpactMelt,1.32,0.00132,88.86,,,,,,,,,,
63525,Apollo16,Breccia,ImpactMelt,6.68,0.00668,54.67,,,,,,,,,,
63526,Apollo16,Breccia,ImpactMelt,2.91,0.00291,92.2,,,,,,,,,,
63527,Apollo16,Breccia,ImpactMelt,6.1,0.0061,92.67,,,,,,,,,,
63528,Apollo16,Breccia,ImpactMelt,4.12,0.00412,92.74,,,,,,,,,,
63529,Apollo16,Breccia,ImpactMelt,23.48,0.02348,98.14,,,,,,,,,,
63535,Apollo16,Breccia,ImpactMelt,6.85,0.00685,86.56,,,,,,,,,,
63536,Apollo16,Breccia,ImpactMelt,1.02,0.00102,80.59,,,,,,,,,,
63537,Apollo16,Breccia,ImpactMelt,4.78,0.00478,93.49,,,,,,,,,,
63538,Apollo16,Breccia,ImpactMelt,35.06,0.03506,98.3,,,,,,,,,,
63539,Apollo16,Breccia,ImpactMelt,0.39,0.00039,89.74,,,,,,,,,,
63545,Apollo16,Breccia,ImpactMelt,15.95,0.01595,88.73,,,,,,,,,,
63546,Apollo16,Breccia,ImpactMelt,9.23,0.00923,96.89,,,,,,,,,,
63547,Apollo16,Breccia,ImpactMelt,4.9,0.0049,94.9,,,,,,,,,,
63548,Apollo16,Breccia,ImpactMelt,1.13,0.00113,77.61,,,,,,,,,,
63549,Apollo16,Breccia,ImpactMelt,26.57,0.02657,65.21,,,,,,,,,,
63555,Apollo16,Breccia,ImpactMelt,3.38,0.00338,86.45,,,,,,,,,,
63556,Apollo16,Breccia,ImpactMelt,18.1,0.0181,86.37,,,,,,,,,,
63557,Apollo16,Breccia,ImpactMelt,7.53,0.00753,95.7,,,,,,,,,,
63558,Apollo16,Breccia,ImpactMelt,7.09,0.00709,96.28,,,,,,,,,,
63559,Apollo16,Breccia,ImpactMelt,6.04,0.00604,93.38,,,,,,,,,,
63565,Apollo16,Breccia,ImpactMelt,0.94,0.00094,89.89,,,,,,,,,,
63566,Apollo16,Breccia,ImpactMelt,19.61,0.01961,95.11,,,,,,,,,,
63567,Apollo16,Breccia,ImpactMelt,3.21,0.00321,90.94,,,,,,,,,,
63568,Apollo16,Breccia,ImpactMelt,4.06,0.00406,93.1,,,,,,,,,,
63569,Apollo16,Breccia,Unclassified,0.43,0.00043,93.02,,,,,,,,,,
63575,Apollo16,Breccia,ImpactMelt,4.72,0.00472,94.7,,,,,,,,,,
63576,Apollo16,Breccia,ImpactMelt,1.23,0.00123,93.5,,,,,,,,,,
63577,Apollo16,Breccia,ImpactMelt,12.41,0.01241,97.99,,,,,,,,,,
63578,Apollo16,Breccia,ImpactMelt,19.6,0.0196,90.95,,,,,,,,,,
63579,Apollo16,Breccia,ImpactMelt,11.35,0.01135,95.18,,,,,,,,,,
63585,Apollo16,Breccia,ImpactMelt,32.62,0.03262,92.92,,,,,,,,,,
63586,Apollo16,Breccia,ImpactMelt,1.98,0.00198,88.43,,,,,,,,,,
63587,Apollo16,Breccia,ImpactMelt,20.51,0.02051,98.03,,,,,,,,,,
63588,Apollo16,Breccia,Fragmental,2.4,0.0024,45.21,,,,,,,,,,
63589,Apollo16,Breccia,Fragmental,13.51,0.01351,97.48,,,,,,,,,,
63595,Apollo16,Breccia,Fragmental,2.1,0.0021,88.57,,,,,,,,,,
63596,Apollo16,Breccia,ImpactMelt,6.4,0.0064,95.59,,,,,,,,,,
63597,Apollo16,Breccia,ImpactMelt,5.67,0.00567,96.54,,,,,,,,,,
63598,Apollo16,Breccia,ImpactMelt,12.66,0.01266,95.17,,,,,,,,,,
