ID,Mission,Type,Subtype,Weight (g),Weight (kg),Pristine (%),,Mission,Sample weight (kg),Weight diff,Lunar module (LM),LM mass (kg),LM mass diff,Command Module (CM),CM mass (kg),CM mass diff
14431,Apollo14,Breccia,ImpactMelt,1.7,0.0017,50.65,,,,,,,,,,
14432,Apollo14,Breccia,Unclassified,1.81,0.00181,69.61,,,,,,,,,,
14433,Apollo14,Breccia,Fragmental,1.23,0.00123,60.16,,,,,,,,,,
14434,Apollo14,Breccia,Fragmental,1.68,0.00168,67.8,,,,,,,,,,
14435,Apollo14,Breccia,Fragmental,0.92,0.00092,96.74,,,,,,,,,,
14436,Apollo14,Breccia,ImpactMelt,3.76,0.00376,92.55,,,,,,,,,,
14437,Apollo14,Breccia,Unclassified,2.65,0.00265,100,,,,,,,,,,
14438,Apollo14,Breccia,Unclassified,3.35,0.00335,100,,,,,,,,,,
14439,Apollo14,Breccia,Regolith,1,0.001,100,,,,,,,,,,
14440,Apollo14,Breccia,ImpactMelt,1.5,0.0015,81.87,,,,,,,,,,
14441,Apollo14,Breccia,Fragmental,0.23,0.00023,100,,,,,,,,,,
14442,Apollo14,Breccia,Unclassified,3.52,0.00352,100,,,,,,,,,,
14443,Apollo14,Breccia,ImpactMelt,2.54,0.00254,80.79,,,,,,,,,,
14444,Apollo14,Breccia,ImpactMelt,1.56,0.00156,92.31,,,,,,,,,,
14445,Apollo14,Breccia,Fragmental,9.22,0.00922,95.44,,,,,,,,,,
14446,Apollo14,Breccia,Fragmental,0.82,0.00082,61.59,,,,,,,,,,
14447,Apollo14,Breccia,Fragmental,0.91,0.00091,100,,,,,,,,,,
14448,Apollo14,Breccia,Agglomerate,1.06,0.00106,100,,,,,,,,,,
14449,Apollo14,Breccia,Fragmental,1.7,0.0017,100,,,,,,,,,,
14450,Apollo14,Breccia,Fragmental,1.27,0.00127,100,,,,,,,,,,
14451,Apollo14,Breccia,Fragmental,2.1,0.0021,91.9,,,,,,,,,,
14452,Apollo14,Breccia,Fragmental,1.77,0.00177,100,,,,,,,,,,
14453,Apollo14,Breccia,Fragmental,6.03,0.00603,86.22,,,,,,,,,,
15001,Apollo15,Core,Unsieved,232.8,0.2328,54.58,,,,,,,,,,
15002,Apollo15,Core,Unsieved,210.1,0.2101,64.13,,,,,,,,,,
15003,Apollo15,Core,Unsieved,223,0.223,68.38,,,,,,,,,,
15004,Apollo15,Core,Unsieved,227.9,0.2279,62.85,,,,,,,,,,
15005,Apollo15,Core,Unsieved,239.1,0.2391,60.92,,,,,,,,,,
15006,Apollo15,Core,Unsieved,210.6,0.2106,67.04,,,,,,,,,,
15007,Apollo15,Core,Unsieved,768.2,0.7682,76.88,,,,,,,,,,
15008,Apollo15,Core,Unsieved,510.2,0.5102,76.63,,,,,,,,,,
15009,Apollo15,Core,Unsieved,622,0.622,75.78,,,,,,,,,,
15010,Apollo15,Core,Unsieved,740.4,0.7404,78.93,,,,,,,,,,
15011,Apollo15,Core,Unsieved,660.7,0.6607,77.3,,,,,,,,,,
15012,Apollo15,Soil,Unsieved,312.2,0.3122,5.77,,,,,,,,,,
15013,Apollo15,Soil,Unsieved,296.2,0.2962,8.8,,,,,,,,,,
15014,Apollo15,Special,,333.2,0.3332,100,,,,,,,,,,
15015,Apollo15,Breccia,Regolith,4770,4.77,82.69,,,,,,,,,,
15016,Apollo15,Basalt,Olivine,923.7,0.9237,75.49,,,,,,,,,,
15017,Apollo15,Breccia,Glass,9.8,0.0098,69.02,,,,,,,,,,
15018,Apollo15,Breccia,Unclassified,5.7,0.0057,100,,,,,,,,,,
15019,Apollo15,Breccia,Agglomerate,1.2,0.0012,55.83,,,,,,,,,,
15020,Apollo15,Soil,Unsieved,88.7,0.0887,98.87,,,,,,,,,,
15021,Apollo15,Soil,<1mm,503,0.503,78.66,,,,,,,,,,
15022,Apollo15,Soil,1-2mm,10,0.01,75.3,,,,,,,,,,
15023,Apollo15,Soil,2-4mm,5,0.005,78,,,,,,,,,,
15024,Apollo15,Soil,4-10mm,3.6,0.0036,106.11,,,,,,,,,,
15025,Apollo15,Breccia,Regolith,77.3,0.0773,91.23,,,,,,,,,,
15026,Apollo15,Breccia,Regolith,1.1,0.0011,81.36,,,,,,,,,,
15027,Apollo15,Breccia,Regolith,51,0.051,97.29,,,,,,,,,,
15028,Apollo15,Breccia,Regolith,59.4,0.0594,95.29,,,,,,,,,,
15030,Apollo15,Soil,Unsieved,75.3,0.0753,99.87,,,,,,,,,,
15031,Apollo15,Soil,<1mm,207.8,0.2078,73.95,,,,,,,,,,
15032,Apollo15,Soil,1-2mm,7,0.007,81.61,,,,,,,,,,
15033,Apollo15,Soil,2-4mm,6.6,0.0066,100,,,,,,,,,,
15034,Apollo15,Soil,4-10mm,7,0.007,96,,,,,,,,,,
15040,Apollo15,Soil,Unsieved,113.4,0.1134,99.84,,,,,,,,,,
15041,Apollo15,Soil,<1mm,269.6,0.2696,78.16,,,,,,,,,,
15042,Apollo15,Soil,1-2mm,5.1,0.0051,84.51,,,,,,,,,,
15043,Apollo15,Soil,2-4mm,2.8,0.0028,96.39,,,,,,,,,,
15044,Apollo15,Soil,4-10mm,1.5,0.0015,90,,,,,,,,,,
15058,Apollo15,Basalt,Pigeonite,2672,2.672,65.73,,,,,,,,,,
15059,Apollo15,Breccia,Regolith,1149,1.149,82.92,,,,,,,,,,
15065,Apollo15,Basalt,Pigeonite,1475,1.475,88.68,,,,,,,,,,
15070,Apollo15,Soil,Unsieved,51.3,0.0513,99.71,,,,,,,,,,
15071,Apollo15,Soil,<1mm,100.7,0.1007,48.02,,,,,,,,,,
15072,Apollo15,Soil,1-2mm,3,0.003,51.67,,,,,,,,,,
15073,Apollo15,Soil,2-4mm,1.4,0.0014,100,,,,,,,,,,
15074,Apollo15,Soil,4-10mm,1.3,0.0013,85.62,,,,,,,,,,
15075,Apollo15,Basalt,Pigeonite,809.3,0.8093,55.95,,,,,,,,,,
15076,Apollo15,Basalt,Pigeonite,400.5,0.4005,85.6,,,,,,,,,,
15080,Apollo15,Soil,Unsieved,73.5,0.0735,85.47,,,,,,,,,,
15081,Apollo15,Soil,<1mm,106.9,0.1069,77.93,,,,,,,,,,
15082,Apollo15,Soil,1-2mm,2,0.002,66,,,,,,,,,,
15083,Apollo15,Soil,2-4mm,1.8,0.0018,63.89,,,,,,,,,,
15084,Apollo15,Soil,4-10mm,1.1,0.0011,57.27,,,,,,,,,,
15085,Apollo15,Basalt,Pigeonite,471.3,0.4713,85.18,,,,,,,,,,
15086,Apollo15,Breccia,Regolith,216.5,0.2165,51.06,,,,,,,,,,
15087,Apollo15,Basalt,Pigeonite,5.7,0.0057,100,,,,,,,,,,
15088,Apollo15,Breccia,Regolith,1.8,0.0018,100,,,,,,,,,,
15090,Apollo15,Soil,Unsieved,39.3,0.0393,99.41,,,,,,,,,,
15091,Apollo15,Soil,<1mm,162.9,0.1629,88.06,,,,,,,,,,
15092,Apollo15,Soil,1-2mm,2.7,0.0027,90.74,,,,,,,,,,
15093,Apollo15,Soil,2-4mm,0.6,0.0006,100,,,,,,,,,,
15095,Apollo15,Breccia,Unstudied,25.5,0.0255,93.37,,,,,,,,,,
15100,Apollo15,Soil,Unsieved,281,0.281,90.49,,,,,,,,,,
15101,Apollo15,Soil,<1mm,637.6,0.6376,88.32,,,,,,,,,,
15102,Apollo15,Soil,1-2mm,12.2,0.0122,76.53,,,,,,,,,,
15103,Apollo15,Soil,2-4mm,4.1,0.0041,62.93,,,,,,,,,,
15104,Apollo15,Soil,4-10mm,1.5,0.0015,86.2,,,,,,,,,,
15105,Apollo15,Basalt,Olivine,5.6,0.0056,86.07,,,,,,,,,,
15115,Apollo15,Basalt,Pigeonite,4,0.004,85.5,,,,,,,,,,
15116,Apollo15,Basalt,Pigeonite,7.2,0.0072,89.65,,,,,,,,,,
15117,Apollo15,Basalt,Pigeonite,23.3,0.0233,78.67,,,,,,,,,,
15118,Apollo15,Basalt,Pigeonite,27.6,0.0276,91.4,,,,,,,,,,
15119,Apollo15,Basalt,Olivine,14.1,0.0141,74.07,,,,,,,,,,
15125,Apollo15,Basalt,Pigeonite,6.5,0.0065,86.12,,,,,,,,,,
15135,Apollo15,Breccia,Regolith,1.6,0.0016,0,,,,,,,,,,
15145,Apollo15,Breccia,Regolith,15.1,0.0151,87.75,,,,,,,,,,
15146,Apollo15,Breccia,Regolith,1,0.001,80,,,,,,,,,,
15147,Apollo15,Breccia,Regolith,3.7,0.0037,100,,,,,,,,,,
15148,Apollo15,Breccia,Regolith,3,0.003,100,,,,,,,,,,
15200,Apollo15,Soil,Unsieved,7.7,0.0077,100,,,,,,,,,,
15201,Apollo15,Soil,<1mm,18.3,0.0183,88.77,,,,,,,,,,
15202,Apollo15,Soil,1-2mm,0.4,0.0004,75,,,,,,,,,,
15203,Apollo15,Soil,2-4mm,0.2,0.0002,180,,,,,,,,,,
15204,Apollo15,Soil,4-10mm,0.1,0.0001,80,,,,,,,,,,
15205,Apollo15,Breccia,Regolith,337.3,0.3373,24.7,,,,,,,,,,
15206,Apollo15,Breccia,ImpactMelt,92,0.092,62.24,,,,,,,,,,
15210,Apollo15,Soil,Unsieved,221.2,0.2212,94.53,,,,,,,,,,
15211,Apollo15,Soil,<1mm,163.5,0.1635,88.28,,,,,,,,,,
15212,Apollo15,Soil,1-2mm,3.6,0.0036,88.61,,,,,,,,,,
15213,Apollo15,Soil,2-4mm,2.4,0.0024,100,,,,,,,,,,
15214,Apollo15,Soil,4-10mm,0.2,0.0002,70,,,,,,,,,,
15220,Apollo15,Soil,Unsieved,160.5,0.1605,100,,,,,,,,,,
15221,Apollo15,Soil,<1mm,290,0.29,87.99,,,,,,,,,,
15222,Apollo15,Soil,1-2mm,2.4,0.0024,65.42,,,,,,,,,,
15223,Apollo15,Soil,2-4mm,5.8,0.0058,64.86,,,,,,,,,,
15224,Apollo15,Soil,4-10mm,7,0.007,68.97,,,,,,,,,,
15230,Apollo15,Soil,Unsieved,99.1,0.0991,100.24,,,,,,,,,,
15231,Apollo15,Soil,<1mm,233.9,0.2339,88.5,,,,,,,,,,
15232,Apollo15,Soil,1-2mm,5.2,0.0052,69.17,,,,,,,,,,
15233,Apollo15,Soil,2-4mm,3.8,0.0038,88.95,,,,,,,,,,
15234,Apollo15,Soil,4-10mm,1.8,0.0018,88.39,,,,,,,,,,
15240,Apollo15,Soil,Unsieved,67.1,0.0671,92.52,,,,,,,,,,
15241,Apollo15,Soil,<1mm,197.4,0.1974,97.07,,,,,,,,,,
15242,Apollo15,Soil,1-2mm,18.9,0.0189,100,,,,,,,,,,
15243,Apollo15,Soil,2-4mm,31.8,0.0318,51.03,,,,,,,,,,
15244,Apollo15,Soil,4-10mm,32.6,0.0326,94.33,,,,,,,,,,
15245,Apollo15,Breccia,Regolith,115.5,0.1155,91.76,,,,,,,,,,
15250,Apollo15,Soil,Unsieved,207,0.207,98.96,,,,,,,,,,
15251,Apollo15,Soil,<1mm,380.9,0.3809,96.11,,,,,,,,,,
15252,Apollo15,Soil,1-2mm,8.3,0.0083,80.72,,,,,,,,,,
15253,Apollo15,Soil,2-4mm,4,0.004,100,,,,,,,,,,
15254,Apollo15,Soil,4-10mm,1.2,0.0012,100,,,,,,,,,,
15255,Apollo15,Breccia,Regolith,240.4,0.2404,88.38,,,,,,,,,,
15256,Apollo15,Basalt,Olivine,201,0.201,85.93,,,,,,,,,,
15257,Apollo15,Breccia,Regolith,22.5,0.0225,97.8,,,,,,,,,,
15259,Apollo15,Breccia,Regolith,0.7,0.0007,100,,,,,,,,,,
15260,Apollo15,Soil,Unsieved,172.2,0.1722,96.43,,,,,,,,,,
15261,Apollo15,Soil,<1mm,416.6,0.4166,89.67,,,,,,,,,,
15262,Apollo15,Soil,1-2mm,9,0.009,87.67,,,,,,,,,,
15263,Apollo15,Soil,2-4mm,6.7,0.0067,70.75,,,,,,,,,,
15264,Apollo15,Soil,4-10mm,4.5,0.0045,87.49,,,,,,,,,,
15265,Apollo15,Breccia,Regolith,314.1,0.3141,79.58,,,,,,,,,,
15266,Apollo15,Breccia,Regolith,271.4,0.2714,93.91,,,,,,,,,,
15267,Apollo15,Breccia,Regolith,1.8,0.0018,106.5,,,,,,,,,,
15268,Apollo15,Breccia,Regolith,11,0.011,81.26,,,,,,,,,,
15269,Apollo15,Breccia,Regolith,6,0.006,0,,,,,,,,,,
15270,Apollo15,Soil,Unsieved,319,0.319,95.05,,,,,,,,,,
15271,Apollo15,Soil,<1mm,798.3,0.7983,81.26,,,,,,,,,,
15272,Apollo15,Soil,1-2mm,20.7,0.0207,67.87,,,,,,,,,,
15273,Apollo15,Soil,2-4mm,13.7,0.0137,12.41,,,,,,,,,,
15274,Apollo15,Soil,4-10mm,4.4,0.0044,87.96,,,,,,,,,,
15285,Apollo15,Breccia,Regolith,264.2,0.2642,90.87,,,,,,,,,,
15286,Apollo15,Breccia,Agglomerate,34.6,0.0346,89.87,,,,,,,,,,
15287,Apollo15,Breccia,Regolith,44.9,0.0449,84.77,,,,,,,,,,
15288,Apollo15,Breccia,Regolith,70.5,0.0705,93.16,,,,,,,,,,
15289,Apollo15,Breccia,Regolith,24.1,0.0241,87.63,,,,,,,,,,
15290,Apollo15,Soil,Unsieved,55,0.055,90.91,,,,,,,,,,
15291,Apollo15,Soil,<1mm,169,0.169,94.02,,,,,,,,,,
15292,Apollo15,Soil,1-2mm,5.4,0.0054,79.85,,,,,,,,,,
15293,Apollo15,Soil,2-4mm,6.7,0.0067,100,,,,,,,,,,
15294,Apollo15,Soil,4-10mm,10.2,0.0102,99.9,,,,,,,,,,
15295,Apollo15,Breccia,Regolith,947.3,0.9473,96.76,,,,,,,,,,
15297,Apollo15,Breccia,Regolith,34.9,0.0349,90.69,,,,,,,,,,
15298,Apollo15,Breccia,Regolith,1731,1.731,97.77,,,,,,,,,,
15299,Apollo15,Breccia,Regolith,1692,1.692,94.79,,,,,,,,,,
15300,Apollo15,Soil,Unsieved,390.7,0.3907,98.2,,,,,,,,,,
15301,Apollo15,Soil,<1mm,810.2,0.8102,75.93,,,,,,,,,,
15302,Apollo15,Soil,1-2mm,23.2,0.0232,72.78,,,,,,,,,,
15303,Apollo15,Soil,2-4mm,12.7,0.0127,74.85,,,,,,,,,,
15304,Apollo15,Soil,4-10mm,7.3,0.0073,28.67,,,,,,,,,,
15356,Apollo15,Breccia,ImpactMelt,2,0.002,61.3,,,,,,,,,,
15357,Apollo15,Breccia,ImpactMelt,11.8,0.0118,82.42,,,,,,,,,,
15358,Apollo15,Breccia,ImpactMelt,14.6,0.0146,86.94,,,,,,,,,,
15359,Apollo15,Breccia,ImpactMelt,4.2,0.0042,82.5,,,,,,,,,,
15360,Apollo15,Breccia,Regolith,9.3,0.0093,91.72,,,,,,,,,,
15361,Apollo15,Crustal,Cataclastic,0.9,0.0009,66.56,,,,,,,,,,
15362,Apollo15,Crustal,Cataclastic,4.2,0.0042,56.88,,,,,,,,,,
15363,Apollo15,Crustal,Cataclastic,0.5,0.0005,71,,,,,,,,,,
15364,Apollo15,Breccia,Fragmental,1.5,0.0015,67.53,,,,,,,,,,
15365,Apollo15,Breccia,Clod,2.9,0.0029,77.59,,,,,,,,,,
15366,Apollo15,Breccia,Clod,3.3,0.0033,61.82,,,,,,,,,,
15367,Apollo15,Breccia,Clod,1.1,0.0011,0,,,,,,,,,,
15368,Apollo15,Breccia,Clod,0.4,0.0004,0,,,,,,,,,,
15369,Apollo15,Breccia,Clod,2.5,0.0025,66,,,,,,,,,,
15370,Apollo15,Breccia,Clod,2.9,0.0029,73.17,,,,,,,,,,
15371,Apollo15,Breccia,Clod,0.5,0.0005,0,,,,,,,,,,
15372,Apollo15,Breccia,Clod,0.8,0.0008,0,,,,,,,,,,
15373,Apollo15,Breccia,Clod,0.6,0.0006,0,,,,,,,,,,
15374,Apollo15,Breccia,Clod,1,0.001,0,,,,,,,,,,
15375,Apollo15,Breccia,Clod,0.4,0.0004,0,,,,,,,,,,
15376,Apollo15,Breccia,Clod,1,0.001,39,,,,,,,,,,
15377,Apollo15,Breccia,Clod,0.5,0.0005,0,,,,,,,,,,
15378,Apollo15,Breccia,Regolith,3.3,0.0033,80.79,,,,,,,,,,
15379,Apollo15,Basalt,Olivine,64.3,0.0643,83.06,,,,,,,,,,
15380,Apollo15,Basalt,Olivine,5.2,0.0052,83.21,,,,,,,,,,
15381,Apollo15,Basalt,Olivine,0.3,0.0003,100,,,,,,,,,,
15382,Apollo15,Basalt,KREEP,3.2,0.0032,52.06,,,,,,,,,,
15383,Apollo15,Breccia,Agglomerate,1.4,0.0014,82.86,,,,,,,,,,
15384,Apollo15,Basalt,Olivine,1.4,0.0014,13.57,,,,,,,,,,
15385,Apollo15,Basalt,Olivine,8.7,0.0087,56.37,,,,,,,,,,
15386,Apollo15,Basalt,KREEP,7.5,0.0075,38.99,,,,,,,,,,
15387,Apollo15,Basalt,Olivine,2,0.002,75.8,,,,,,,,,,
15388,Apollo15,Basalt,Pigeonite,9,0.009,22.6,,,,,,,,,,
15389,Apollo15,Breccia,Agglomerate,2.8,0.0028,73.57,,,,,,,,,,
15390,Apollo15,Breccia,Agglomerate,3.5,0.0035,98,,,,,,,,,,
15391,Apollo15,Breccia,Agglomerate,0.3,0.0003,0,,,,,,,,,,
15392,Apollo15,Breccia,Glass,0.4,0.0004,100,,,,,,,,,,
15400,Apollo15,Soil,Unsieved,47.5,0.0475,99.24,,,,,,,,,,
15401,Apollo15,Soil,<1mm,86.4,0.0864,76.81,,,,,,,,,,
15402,Apollo15,Soil,1-2mm,4.8,0.0048,88.54,,,,,,,,,,
15403,Apollo15,Soil,2-4mm,6.1,0.0061,0,,,,,,,,,,
15404,Apollo15,Soil,4-10mm,7.9,0.0079,77.63,,,,,,,,,,
15405,Apollo15,Breccia,ImpactMelt,513.1,0.5131,35.91,,,,,,,,,,
15410,Apollo15,Soil,Unsieved,56.2,0.0562,100,,,,,,,,,,
15411,Apollo15,Soil,<1mm,103.3,0.1033,89.81,,,,,,,,,,
15412,Apollo15,Soil,1-2mm,7.1,0.0071,84.51,,,,,,,,,,
15413,Apollo15,Soil,2-4mm,6.7,0.0067,91.79,,,,,,,,,,
15414,Apollo15,Soil,4-10mm,4,0.004,3.13,,,,,,,,,,
15415,Apollo15,Crustal,Anorthosite,269.4,0.2694,67.07,,,,,,,,,,
15417,Apollo15,Breccia,Regolith,1.3,0.0013,73.08,,,,,,,,,,
15418,Apollo15,Breccia,ImpactMelt,1141,1.141,78.19,,,,,,,,,,
15419,Apollo15,Breccia,Regolith,17.7,0.0177,100,,,,,,,,,,
15421,Apollo15,Soil,<1mm,254.7,0.2547,82.48,,,,,,,,,,
15422,Apollo15,Soil,1-2mm,15.9,0.0159,97.48,,,,,,,,,,
15423,Apollo15,Soil,2-4mm,18.3,0.0183,99.33,,,,,,,,,,
15424,Apollo15,Soil,4-10mm,19.5,0.0195,50.71,,,,,,,,,,
15425,Apollo15,Breccia,Clod,136.3,0.1363,84.65,,,,,,,,,,
15426,Apollo15,Breccia,Clod,223.6,0.2236,67.31,,,,,,,,,,
15427,Apollo15,Breccia,Clod,115.9,0.1159,84.58,,,,,,,,,,
15431,Apollo15,Soil,<1mm,475.7,0.4757,97.06,,,,,,,,,,
15432,Apollo15,Soil,1-2mm,39.7,0.0397,100,,,,,,,,,,
15433,Apollo15,Soil,2-4mm,31.2,0.0312,78.53,,,,,,,,,,
15434,Apollo15,Soil,4-10mm,51.6,0.0516,9.89,,,,,,,,,,
15435,Apollo15,Breccia,Regolith,206.8,0.2068,97.17,,,,,,,,,,
15436,Apollo15,Breccia,ImpactMelt,3.5,0.0035,90.23,,,,,,,,,,
15437,Apollo15,Crustal,Anorthosite,1,0.001,80,,,,,,,,,,
15445,Apollo15,Breccia,ImpactMelt,287.2,0.2872,84.05,,,,,,,,,,
15455,Apollo15,Breccia,ImpactMelt,937.2,0.9372,83.97,,,,,,,,,,
15459,Apollo15,Breccia,Regolith,5854,5.854,89.12,,,,,,,,,,
15465,Apollo15,Breccia,Regolith,376,0.376,85.74,,,,,,,,,,
15466,Apollo15,Breccia,Regolith,119.2,0.1192,93.35,,,,,,,,,,
15467,Apollo15,Breccia,Regolith,1.1,0.0011,82.46,,,,,,,,,,
15468,Apollo15,Breccia,Regolith,1.3,0.0013,67.69,,,,,,,,,,
15470,Apollo15,Soil,Unsieved,82.2,0.0822,97.82,,,,,,,,,,
15471,Apollo15,Soil,<1mm,153,0.153,68.84,,,,,,,,,,
15472,Apollo15,Soil,1-2mm,6.1,0.0061,72.82,,,,,,,,,,
15473,Apollo15,Soil,2-4mm,4.5,0.0045,70,,,,,,,,,,
15474,Apollo15,Soil,4-10mm,4.7,0.0047,88.81,,,,,,,,,,
15475,Apollo15,Basalt,Pigeonite,406.8,0.4068,49.6,,,,,,,,,,
15476,Apollo15,Basalt,Pigeonite,266.3,0.2663,82.69,,,,,,,,,,
15485,Apollo15,Basalt,Pigeonite,104.9,0.1049,88.88,,,,,,,,,,
15486,Apollo15,Basalt,Pigeonite,46.8,0.0468,73.57,,,,,,,,,,
15495,Apollo15,Basalt,Pigeonite,908.9,0.9089,75.17,,,,,,,,,,
15498,Apollo15,Breccia,Regolith,2340,2.34,34.11,,,,,,,,,,
15499,Apollo15,Basalt,Pigeonite,2024,2.024,73.14,,,,,,,,,,
15500,Apollo15,Soil,Unsieved,24.8,0.0248,100,,,,,,,,,,
15501,Apollo15,Soil,<1mm,103,0.103,74.02,,,,,,,,,,
15502,Apollo15,Soil,1-2mm,4.4,0.0044,62.5,,,,,,,,,,
15503,Apollo15,Soil,2-4mm,3.8,0.0038,100,,,,,,,,,,
15504,Apollo15,Soil,4-10mm,4.1,0.0041,100.73,,,,,,,,,,
15505,Apollo15,Breccia,Regolith,1147,1.147,88.72,,,,,,,,,,
15506,Apollo15,Breccia,Regolith,22.9,0.0229,100,,,,,,,,,,
15507,Apollo15,Breccia,Glass,3.9,0.0039,100,,,,,,,,,,
15508,Apollo15,Breccia,Regolith,1.4,0.0014,100,,,,,,,,,,
15510,Apollo15,Soil,Unsieved,72.3,0.0723,100,,,,,,,,,,
15511,Apollo15,Soil,<1mm,193.1,0.1931,96.7,,,,,,,,,,
15512,Apollo15,Soil,1-2mm,4.9,0.0049,100,,,,,,,,,,
15513,Apollo15,Soil,2-4mm,4.4,0.0044,100,,,,,,,,,,
15514,Apollo15,Soil,4-10mm,1.1,0.0011,79.91,,,,,,,,,,
15515,Apollo15,Breccia,Clod,144.7,0.1447,79.74,,,,,,,,,,
15528,Apollo15,Breccia,Regolith,4.7,0.0047,89.13,,,,,,,,,,
15529,Apollo15,Basalt,Olivine,1531,1.531,98.37,,,,,,,,,,
15530,Apollo15,Soil,Unsieved,138,0.138,100,,,,,,,,,,
15531,Apollo15,Soil,<1mm,136,0.136,83.75,,,,,,,,,,
15532,Apollo15,Soil,1-2mm,6.3,0.0063,80.21,,,,,,,,,,
15533,Apollo15,Soil,2-4mm,5.4,0.0054,90.93,,,,,,,,,,
15534,Apollo15,Soil,4-10mm,6,0.006,91.22,,,,,,,,,,
15535,Apollo15,Basalt,Olivine,404.4,0.4044,82.62,,,,,,,,,,
15536,Apollo15,Basalt,Olivine,317.2,0.3172,93.97,,,,,,,,,,
15537,Apollo15,Basalt,Olivine,1.9,0.0019,65.32,,,,,,,,,,
15538,Apollo15,Basalt,Olivine,2.6,0.0026,78.35,,,,,,,,,,
15545,Apollo15,Basalt,Olivine,746.6,0.7466,72.84,,,,,,,,,,
15546,Apollo15,Basalt,Olivine,27.8,0.0278,69.7,,,,,,,,,,
15547,Apollo15,Basalt,Olivine,20.1,0.0201,70.29,,,,,,,,,,
15548,Apollo15,Basalt,Olivine,3.3,0.0033,76.88,,,,,,,,,,
15555,Apollo15,Basalt,Olivine,9614,9.614,46.61,,,,,,,,,,
15556,Apollo15,Basalt,Olivine,1542,1.542,85.14,,,,,,,,,,
15557,Apollo15,Basalt,Olivine,2518,2.518,94.81,,,,,,,,,,
15558,Apollo15,Breccia,Regolith,1333,1.333,97.61,,,,,,,,,,
15565,Apollo15,Breccia,Regolith,822.6,0.8226,75.17,,,,,,,,,,
15595,Apollo15,Basalt,Pigeonite,237.6,0.2376,86.86,,,,,,,,,,
15596,Apollo15,Basalt,Pigeonite,224.8,0.2248,89.25,,,,,,,,,,
15597,Apollo15,Basalt,Pigeonite,145.7,0.1457,77.64,,,,,,,,,,
15598,Apollo15,Basalt,Olivine,135.7,0.1357,90.01,,,,,,,,,,
15600,Apollo15,Soil,Unsieved,417.5,0.4175,92.26,,,,,,,,,,
15601,Apollo15,Soil,<1mm,802,0.802,82.06,,,,,,,,,,
15602,Apollo15,Soil,1-2mm,32.9,0.0329,84.73,,,,,,,,,,
15603,Apollo15,Soil,2-4mm,25.5,0.0255,95.68,,,,,,,,,,
15604,Apollo15,Soil,4-10mm,21.5,0.0215,90.07,,,,,,,,,,
15605,Apollo15,Basalt,Olivine,6.1,0.0061,73.16,,,,,,,,,,
15606,Apollo15,Basalt,Olivine,10.1,0.0101,87.03,,,,,,,,,,
15607,Apollo15,Basalt,Olivine,14.8,0.0148,49.67,,,,,,,,,,
15608,Apollo15,Basalt,Pigeonite,1.2,0.0012,30.83,,,,,,,,,,
15609,Apollo15,Basalt,Olivine,1.1,0.0011,69.09,,,,,,,,,,
15610,Apollo15,Basalt,Olivine,1.5,0.0015,82,,,,,,,,,,
15612,Apollo15,Basalt,Olivine,5.9,0.0059,82.37,,,,,,,,,,
15613,Apollo15,Basalt,Olivine,1,0.001,80,,,,,,,,,,
15614,Apollo15,Basalt,Olivine,9.7,0.0097,92.78,,,,,,,,,,
15615,Apollo15,Basalt,Olivine,1.7,0.0017,88.24,,,,,,,,,,
15616,Apollo15,Basalt,Olivine,8,0.008,88.88,,,,,,,,,,
15617,Apollo15,Basalt,Olivine,3.1,0.0031,73.55,,,,,,,,,,
15618,Apollo15,Basalt,Olivine,0.8,0.0008,100,,,,,,,,,,
15619,Apollo15,Basalt,Olivine,0.6,0.0006,100,,,,,,,,,,
15620,Apollo15,Basalt,Olivine,6.6,0.0066,9.55,,,,,,,,,,
15621,Apollo15,Basalt,Olivine,1.6,0.0016,81.25,,,,,,,,,,
15622,Apollo15,Basalt,Olivine,29.5,0.0295,73.13,,,,,,,,,,
15623,Apollo15,Basalt,Olivine,3,0.003,68.33,,,,,,,,,,
15624,Apollo15,Basalt,Olivine,0.2,0.0002,0,,,,,,,,,,
15625,Apollo15,Basalt,Olivine,0.5,0.0005,100,,,,,,,,,,
15626,Apollo15,Basalt,Olivine,0.6,0.0006,100,,,,,,,,,,
15627,Apollo15,Basalt,Olivine,0.4,0.0004,100,,,,,,,,,,
15628,Apollo15,Basalt,Olivine,0.4,0.0004,100,,,,,,,,,,
15629,Apollo15,Basalt,Olivine,0.4,0.0004,100,,,,,,,,,,
15630,Apollo15,Basalt,Olivine,23.2,0.0232,74.94,,,,,,,,,,
15632,Apollo15,Basalt,Olivine,2.3,0.0023,89.13,,,,,,,,,,
15633,Apollo15,Basalt,Olivine,7.4,0.0074,74.76,,,,,,,,,,
15634,Apollo15,Basalt,Olivine,5.2,0.0052,89.42,,,,,,,,,,
15635,Apollo15,Basalt,Olivine,0.5,0.0005,100,,,,,,,,,,
15636,Apollo15,Basalt,Olivine,336.7,0.3367,95.49,,,,,,,,,,
15637,Apollo15,Basalt,Olivine,0.9,0.0009,100,,,,,,,,,,
15638,Apollo15,Basalt,Olivine,3.6,0.0036,1.67,,,,,,,,,,
15639,Apollo15,Basalt,Olivine,7,0.007,93.71,,,,,,,,,,
15640,Apollo15,Basalt,Olivine,0.5,0.0005,0,,,,,,,,,,
15641,Apollo15,Basalt,Olivine,6.9,0.0069,17.39,,,,,,,,,,
